text,actual,predicted
"""When I die, someone will bury me. And if they don't, what's the difference. Who gives a damn, huh?"" Thus the philosophy of life (or lack there of) is summed up once and for all in this less than classic but nevertheless fun spin off of Sergio Leone's ""Dollars Trilogy."" In the opening scene, three obviously evil gunmen ride into a western town and, with menacing glares, they intimidate all the pathetic normal people hiding in their homes. The observant watcher will notice that each of these three bears a striking resemblance to characters from Leone's For A Few Dollars More. There is one guy in Eastwood's poncho, one in Lee Van Cleef's black suit, and one seeming to act like Gian Marie Volonte's Indio. But this movie is not about these guys. No sooner do they ride into town when they are gunned down by someone even cooler than they, a mysterious bounty hunter known simply as the Stranger.<br /><br />No. this is an altogether different story.<br /><br />In an obvious copying of Leone's The Good, the Bad, and the Ugly, three gunmen are again vying for a hidden treasure. Once again there is the bounty hunter and the Mexican bandit. The Stranger (George Hilton) is a supercool bounty hunter with a penchant for shooting people while dressed up like a priest. He is after the reward for the bandit Monetero (Gilbert Roland). But when Monetero's gang steals three hundred thousand in gold coins, the Stranger gets sidetracked from his normal line of work.<br /><br />To round off the trio there is Edd Byrne's corrupt bank executive, Clayton. He too wants the money for himself. But after the money is hidden away, the only man who knows where it is gets shot. Now the only clue to the hiding place is a medallion that shows a family crest. The game is too find the treasure before anyone else does. And any gun can play.<br /><br />With plenty of gunfights, fist fights, and double crosses, the action takes these three to the ultimate showdown ripoff, a three way draw for the hidden treasure ala The Good, the Bad, and the Ugly -- but with a twist.<br /><br />This movie is not as good as Leone's films, of course, but in the end who gives a damn, huh? This movie is fun -- 60s nihilism, spaghetti western style. There are no rules, no enduring loyalties, and no right or wrong -- just the treasure and whatever it takes to get it. And, though the movie is not classic, the ending surely is. Hey, maybe we all can get along after all, for a hundred thousand a piece.<br /><br />If you like spaghetti westerns, check this one out. It is fast, furious, and worth the look. My name is Evren Buyruk from Crestline California",1,0
"10 respected directors each shot a short film with operatic arias as the inspiration (and music). I'll do each one separately:<br /><br />Nicolas Roeg (dir)--Giuseppe Verdi (music). A story about an assassination attempt in 1931 Vienna. Theresa Russell (Roegs wife) plays a man! Not bad--very beautiful and exotic. Russell is great.<br /><br />Charles Sturridge--Verdi. No story but there is some haunting black and white imagery that fits perfectly with the music.<br /><br />Jean-Luc Godard--Jean Baptiste Lully. Horrendous. Pointless, boring, no plot, no nothing. Filled with gratuitous female nudity. The worst!<br /><br />Julien Temple--Verdi. Buck Henry, Beverly D'Angelo and Anita Morris star in this funny, if obvious, story about a cheating couple. Pretty good.<br /><br />Bruce Beresford--Erich Korngold. Short, lush and romantic. Very good.<br /><br />Robert Altman--Jean-Philippe Rameau. Dull. A yawner.<br /><br />Fran Roddam--Richard Wagner. This has Bridget Fonda in her film debut. Beautifully done love story with a fairly explicit sex scene. <br /><br />Ken Russell--Giacomo Puccini. Really strange but OK.<br /><br />Derek Jarman--Gustave Chapentier. Lyrical look at youth and old age. Very sweet. <br /><br />The last is by Bill Bryden doing ""I Pagliacci"". He has John Hurt (!) dressed as a clown lip-syncing to Caruso (!!!).<br /><br />When this came out it almost got an X rating (for the abundant nudity and the sex scene). It was given an R with a strict warning attached saying the R rating would be heavily enforced. After the film bombed that warning disappeared.<br /><br />The idea isn't bad and 6 out of the 10 segments were worthwhile. Worth seeing even if you don't like opera. Just avoid the Godard segment. I'm giving it an 8.",1,0
I saw MESSIAH 2 a few months ago and didn`t get to see the original teleplay untill a few days ago and this is far superior to the sequel . Okay it`s not a million miles away from the plot of SEVEN but it`s still compelling . Much of my praise has to do with Ken Stott`s performance as DCI Red Metcalfe a policeman who seems to have led a very unlucky life and someone who has a terrible secret . It`d be easy for Stott to go over the top but he plays the role in a fairly subtle way . Likewise the murders are very shocking but - unlike the sequel where the murders are carried out onscreen in a rather OTT manner - there`s actually little violence shown .<br /><br />My only criticisms are that the red herring was too obviously a red herring which meant I wasn`t taken in by the shock twist ( And you would probably see the shock twist coming so I won`t bother with a spoiler alert ) and that when the real murderer was revealed it seemed both slightly far fetched and caused a few plot holes to appear in the story . If I remember correctly the sequel had similar problems once the murderer was revealed so maybe it`d be a good idea not to make MESSIAH 3,1,0
"Well, sadly, I can't help but feeling a little bit disappointed after my much, much, MUCH-anticipated viewing of ""Just Before Dawn"". Jeff Lieberman is a terrific filmmaker and he can undoubtedly do great things with a tiny budget, but I nevertheless expected to see a far more sadistic and gruesome early 80's slasher. But actually I'm beginning to think that Lieberman isn't the one to blame for this, but WE gorehounds are! It's more than obvious that Lieberman intended to make his take on the backwoods-slasher look like ""Deliverance"" and absolutely NOT like ""Friday the 13th"", which immensely popularized the sub genre one year earlier. The horror and constant sensation of menace doesn't mainly come from the demented maniacs with their machetes, but from the genuinely ominous and isolated Oregon forests where this movie was shot. In case the film seems slow and uneventful, this is only because Lieberman takes his time to introduce the dark woods and eerie mountains as extra characters in his film. We hardly ever see the killers in person, but there always appears to be someone luring from behind the trees or from underneath the mountain lakes. Bearing this in mind, ""Just Before Dawn"" becomes a highly admirable horror effort and actually a lot better than its contemporary blood-soaked colleagues. Amidst a nearly endless selection of gory and sickening slashers, Lieberman successfully puts the emphasis back on tension and character development. The plot revolves on five twenty-something friends heading for a camping vacation in the Oregon woods, where one of them owns a small piece of land. The woods are deserted and, naturally, the campers ignore forest ranger Roy's (George Kennedy!) advise to return back to civilization. Shortly after, they brutally encounter an inbred family of which the twin sons have murderous tendencies. All five main characters are surprisingly likable and convincing! No irritating stereotypes for which you don't feel sympathy anyway, like slutty girls or football jocks. As a result of this ""natural"" character, you automatically cheer for them, even when they eventually almost turn into savages themselves. The sublime camera-work supplies the film with an at times unbearable tension level and Brad Fiedel's chilling electronic score only adds to this effect. ""Just Before Dawn"" is a fine slice of early 80's horror, as long as you don't desire blood to drip from your TV-set.",1,0
"(WARNING: SPOILERS!)<br /><br />Five young people ignore the warnings of forest ranger George Kennedy and hike up to the misty Oregon mountains where they are stalked and butchered by a pair of huge, deformed, in-bred hillbilly twins. When only two are left, Warren and his girl Connie, they resort back to their animal instincts to stay alive. The film ends with Connie shoving half of her arm down one of the killers' throats, choking him to death. A very powerful, if somewhat overrated, backwoods slasher flick thats effective use of lighting, sound and photography make it a cut above the usual FRIDAY THE 13TH cash-in. Lead by an attractive, likeable cast, especially Deborah Benson (where is she now?) and Gregg Henry, this nifty companion piece to director Jeff Lieberman's SQUIRM (1976) and BLUE SUNSHINE (1977) shouldn't be missed.",1,0
"A quick glance at the premise of this film would seem to indicate just another dumb '80's inbred/backwood slash-fest; the type where sex equals death and the actors are all annoying stereotypes you actually want to die. However, ""JBD"" delivers considerably more.<br /><br />Rather than focus on bare flesh and gore (though there is a little of each- no sex however), the flick focuses on delivering impending dread/mounting tension amidst a lovely scenic backdrop. These feelings are further heightened by a cast of realistically likable characters and antagonists that are more amoral than cardboard definitions of evil. Oh yeah- George Kennedy is here too and when is that not a good thing? <br /><br />If you liked ""Wrong Turn"", then watch this to see where much of its' methodology came from.",1,0
"I don't see what the problem is with SOME people and their NEED for intellectual humor. You need to get your head out of your up-tight ass if you don't find this movie hilarious! If this isn't your ""cup of tea"", so to speak, then look at it for what it truly is- a damn funny movie. Maybe they DID set out to make yet another drugs/T&A movie, but in this case, they've truly hit the spot. It's especially funny for the Ali G fans, because he delivers everything we've come to love and expect from him. So I say BIG UPS to Ali G, and if it's not your thing, don't whine- BATTY BOY!",1,0
"The Ali G character works brilliantly within the confines of a comedy show, but as a movie, it doesn't work in the same way.<br /><br />Don't get me wrong - this is a very funny movie, full of biting, witty dialogue, that caricatures the modern British chav wonderfully well, whilst providing the viewer with a hilarious, if unrealistic story.<br /><br />One problem with this film is that the script and content is either fantastically brilliant, or it's embarrassing to watch. When I say embarrassing, I don't mean funny embarrassing a la Office or Extras, but rather, you'll wish they hadn't included it in the final cut. One example of this is the inclusion of a music video after the film has ended, to the tune of, ""This is how we do it."" Whenever I watch the film, I stop the DVD when it says the end, and leave it at that.<br /><br />Overall, Ali G Indahouse is a good film, worth watching a couple of times. The script is enjoyable to an extent, and there are no issues as far as acting goes. However, refinement is the key word here.<br /><br />Ali G is a better television programme. Borat is a better film.",1,0
"Anyone who has seen Ali G before, should be well prepared for the full motion picture that is 'Ali G Indahouse' <br /><br />Although I prefer Ali G when he is interviewing the rich and famous, his brand of completely off the wall comedy definitely entertains from start to finish on the big screen too.<br /><br />Ridiculous plot, ridiculous characters and a ridiculous script, that all make this film a riot for fans of Ali G.<br /><br />If you've seen him and didn't like him then avoid this film like the plague, because it's definitely just more of the same; for everybody else - watch it Aiiii! 7/10",1,0
"The Ali G show was really something amazing - he was so stupid wannabe rapper, but no one he interviewed noticed that he was just pretending. Sasha Cohen is actually very intelligent guy, who pretends to be stupid, so he could get really honest answers from people... And it is very funny. So I didn't expect movie to be good, cause it was all acted - no real people or interviews. So the basic point of all show was lost. But I was wrong - I laughed all the time, it was one of the funniest films I ever saw. Sure it was stupid, but who cares if you can't actually brake in to safe with a car battery, like someone said? It wasn't supposed to be a realistic documentary... And it isn't like the show, it goes in totally different way, but that doesn't mean it is bad. When I finished watching I was totally impressed, but now when some time passed I realized that it was not that special anyway, But it still deserves a nine - well at least for what it is supposed to be.",1,0
"No real plot, no character development, no Scorcese-level direction, but seriously, were you really expecting any of this? The only thing that matters is that this flick is absolutely hilarious, nearly on the same level as Borat. Sure, the ending drags a bit, but if Borat's cameo didn't crack you up, you must be the worst batty boy in the history of batty boys. Sacha Baron Cohen is possibly the greatest comedian ALIVE, and here he gets more laughs than Jude Law on a nude beach. I dare you not to laugh.<br /><br />If you can pull the ten-foot pole out of your behind for an hour and a half and just enjoy some well timed and extremely stupid jokes in a stupid story about a stupid character, see this stupid movie. You'll be glad you did. Keep it real!",1,0
"Who could have thought a non-disabled actor could act so realistically and immensely powerfully as a disabled person in a film? Probably someone. But no-one, truly no-one, could ever compare their expectations with the amazingly emotive and powerful performance given by the two actors in this film.<br /><br />Michael (Steven Robertson) lives in a home for disabled people. He has Cerebral Paulsy, and as shown to us right at the beginning, he has huge trouble communicating. So it truly is a lifeline when fellow disabled member Rory (James McAvoy) who can speak normally, understands him. Thus starts off a friendship that relies mainly on (ironically enough) communication.<br /><br />In a hilarious scene, they manage to move out of the home into their own. After Rory had been rejected, good hearted Michael put forward an application to move into his own house. Rory, who already had a bad name with the ""judges"", was to be his interpreter.<br /><br />But troubles soon come about. They begin good-heartedly stalking a girl who they met in a pub a while back, wanting her to be their assistant to do the little things that matter. She at first is reluctant; she does not know these men, but seems they could be harmless; so strikes up another friendship, but not necessarily a good one...<br /><br />As well as being poignant, however, this film really does rely on the actors. But that isn't a bad thing. For a non disabled actor, you see Rory, though he can communicate properly, frustrated at the way he's completely dependant on other people, and has no real life of his own. But the real star for me is Steven Robertson. He acts with such emotion, yearning to fit in and sadness/happiness, that really sees him win over the whole entire film.<br /><br />Excellent.<br /><br />Overall: 5 out of 5",1,0
"Mom should really be given a different title to distinguish it from all the other movies out there called Mom or with the word Mom in the title.<br /><br />This is a vastly superior zombie movie to so much of the rubbish that gets churned out time after time and all end up much the same as every other zombie movie out there.<br /><br />It is so different and refreshing it almost defies categorisation.<br /><br />The kind old lady who takes in a creepy lodger, who just happens to be a flesh eater, who then infects the old lady who also turns into a flesh eating zombie, or ghoul, quite which exactly is not defined.<br /><br />There is pathos in the story as her son realises what she has become and while at first horrified, attempts to help her by supplying 'food'. (I shall say no more about that, for fear of inserting a spoiler!) It is one of those 'quiet' movies as opposed to guns blasting, explosions raging, car chases, etc boring etc that makes so many movies all the same rubbish, but still with enough gory moments to satisfy horror fans, whilst also inserting sadness into the story, along with nice touches of humour as opposed to downright silliness of some so-called 'horror' movies.<br /><br />There is a particularly nice atmospheric shot at the beginning of the film, where the old lady is sitting alone in her room with only her Christmas tree for company and looks so 'innocent', but, what she becomes!! Oh my! <br /><br />A gem of a movie and even if not your thing, should at least be viewed if only once by any true horror fan.",1,0
"Mom has to be one of the all time uncomfortable movies to watch. It features an elderly lady you would love to have as your Nanny who becomes the nastiest mother f***ing monster you would ever want to meet on a dark night!<br /><br />This supper Nanny eats the inners of a young lady at the opening of the movie and it just gets sicker as it goes on. A cross between the howling and brain dead seem to come to mind when describing Mom!<br /><br />A must for horror fans who have the stomach for it (if you have watched re-animator or brain dead, this will float your boat)and are willing to switch the brain off for an hour or so...Let the gore pour!...8/10",1,0
"So often these ""Lifetime"" flicks are one-dimension, with over-the-top characterizations and performances, and with contrived plot lines and climaxes which are intended to trade any semblance of reality for drama.<br /><br />But most of all, many of these flicks provide characters where it's difficult to feel a trace of sympathy or empathy for even the ""good guy/good gal"" characters, much less the""bad"" ones.<br /><br />However, here the performance were all good, the characters realistic, and the relationships among the three leads (as well as the ex-husband/father and the two females) rang true throughout.<br /><br />The mother's boyfriend was portrayed as being about halfway in age between mother and daughter, and the actors were age-appropriate to this in term of their actual ages. None of the characters was portrayed at an extreme - either all-good or all-bad - and all rang true.<br /><br />Without in any way condoning his allowing the relationship with his prospective stepdaughter to advance to the level which it did - you can still feel some sympathy for him without retracting blame.<br /><br />Neither mother nor daughter were perfect, neither good nor bad, but simply two individuals whose relationship seemed realistic and not contrived by the script writer.<br /><br />Lifetime flicks - even those which begin with some semblance of normality - often end with a deranged character brandishing a carving knife or such. Other stories seem to need to provide the ""everyone lived happily ever-after"" close.<br /><br />This film presented a realistic premise, story and resolution, from start to finish - a welcomed variation to the norm of this genre/",1,0
"Without going into any details of a good...if a somewhat provocative...TV movie, there seems to be a consensus among the users that there is ""no one to blame here"".<br /><br />I disagree. Yes, the young male lover of Beverly D'Angelo, played by Rob Estes may be young and horny (and good looking) because he's not getting as much as he wants from mom, that doesn't mean, he can climb in bed and have sex with daughter. OK, he can use the excuse he just wanted to watch TV with her, but I don't buy it. People have to take responsibility for their actions. Not only did he ""cross the line"" by having sex with a very vulnerable teen, when he was supposedly ""the responsible adult"",he said, ""Your mom must never know about this."" How responsible was he then? Yes, it's a good flick, but he got what was coming to him. Don't kid yourselves folks that what happened was ""no one's fault"".",1,0
"This is one of those Tweety and Sylvester cartoons that made this legendary pair second only to Bugs Bunny in terms of Looney Tunes popularity.<br /><br />Besides having all of the stock situations for this duo (Sylvester feeding out of garbage cans, the ""I tawt I taw a putty tat"" line, etc.), Tweety's S.O.S also stars Granny, who is one of those types of supporting characters that these Warner Bros. classics had in abundance to enrich the color and flavor of them. This time out the cat and bird are aboard an ocean liner and the gags that are extracted from this situation are creative and lively.<br /><br />What a day that was in cartoon history when Friz Freleng decided to pair his Sylvester with the departed Robert Clampett's little yellow bird.",1,0
"People who say that some of what the Looney Tunes cartoons show is inappropriate for children have apparently forgotten something: they weren't originally intended for children. They were produced for the cinema, to be shown before feature films, and so they could show anything that they wanted. ""Tweety's S.O.S."" has that bad puddy tat Sylvester finding Tweety aboard an ocean liner and boarding the ship to try and get him. But two things work against Sylvester: Granny is vehemently protecting the canary, and Sylvester easily gets seasick (we don't see him throwing up, but with his green face, they make it perfectly clear that he was doing just that!). And then of course, the seemingly cute Tweety has a bad-ass streak.<br /><br />It's just great to see how these cartoons weren't afraid to go all out; whatever they thought about showing, they showed. We need to understand that cartoons weren't always supposed to be cute entertainment for children. Really funny.",1,0
"As I have said before, I am NOT a fan of Tweety. He's just so aggravating I wish Sylvester would just eat him and get it over with.<br /><br />In this cartoon Sly is homeless once again and is back to feeding out of garbage cans. He spots a cruise ship leaving port nearby and decides to hop aboard when he spys Tweety is one of the passengers. <br /><br />The ship provides an adequate stage for the following hijinks and Sly desperately tries to catch the annoying bird and avoid seasickness. If only for once he's succeed by chewing and swallowing, thus finishing of the irritating Canary forever. But, as cartoons starring Tweety go, this one is quite good, but it's ALL thanks to that brilliant cat.",1,0
"Based on the manga (comic) of well-known artist Masamune Shirow, this animated feature was a slight disappointment to me.<br /><br />The story is good, but the animation is merely ""OK"" while it could/should have been mindblowing. The movie is IMO adequate, but seems somehow flat & uninspired, if you know what I mean. A wasted opportunity, if you consider that another work by Shirow, ""Ghost In The Shell"", is considered a classic in many respects. It set new standards for Japanese animation, and spawned, among other things, a brilliant series called ""GiTS: Stand Alone Complex"".<br /><br />I consider this worth a rental, unless you're a fan of Shirow and want it all. Do check out the original manga, which comes highly recommended.",1,0
"The animation quality here is decidedly below par IMO, regardless of the age of the OAV. The plot itself makes sense, but the characters don't.<br /><br />This might sound picky, but considering that the city of Olympus is almost exclusively populated by living machines, would YOU feel comfortable there as a human? Would any machine ever emulate human arrogance, short-sightedness and greed quite so effectively? I doubt it. There are some pointers towards this in the movie, but only when the team can be bothered to put them in, by and large the 'bioroids' (or whatever they are) are interchangeable with human characters. Seems sloppy to me.<br /><br />The main characters seem to have some kind of emotional entanglement, though no light is shed on this. Little light is shed on the backstory at all, a great pity. The short length of the film coupled with the focus on mecha and the crime means that we don't see any character depth. The groundwork's all down, yet we're left with no finished product. A cropped version of this OAV would have made a great TV episode, once some character sub-plots had been established.<br /><br />The highlights of this short film are the mecha designs and the action/espionage.<br /><br />The flaws really start to show through once you've had a chance to digest all the goings-on, so I couldn't recommend this for owning, but it's certainly worth a watch or two! Whilst this review is mostly negative, I really do think it's worth your time to watch this, but it's not something to rush out and buy. <br /><br />In a nutshell: A watchable wasted opportunity.",1,0
"The subject of this movie is disturbing. How could some otherwise intelligent, religious, hard-working, and sincere White Afrikaaners treat the native Blacks so cruelly for so long?<br /><br />The movie answers this question, and also explains how some Afrikaaners are changing in a positive way.",1,0
"Spike Milligan's books and plays have defeated film makers over the years, and 2002's 'Puckoon' is sadly no exception. The novel, set in 1924, concerns the partitioning of Ireland, in particular its effects on a solitary community ( the 'Puckoon' of the title ). Due to a colossal blunder, half the village is now in Northern Ireland, the other half is in the Republic. Locals go to the toilets at the bottom of their gardens to find a barbed wire fence blocking their path. Drinkers crowd like sardines into a corner of the pub to enjoy a cheaper pint. A dead man has to have a passport made out in his name before villagers can reach the churchyard to bury him.<br /><br />'Puckoon' is a sort of Irish 'Under Milk Wood' with comic characters and surreal happenings galore. The lead character, Dan Milligan ( renamed 'Madigan' in the film ) is impishly played by Sean Hughes, and has conversations with the narrator ( Richard Attenborough ). Also in the film is Milo O'Shea, Griff Rhys Jones, David Kelly ( from 'Robin's Nest' ), Freddie Jones, Joe McGann, and Elliott Gould.<br /><br />Interviewed for the 'Making of 'Puckoon' documentary, writer/director Terence Ryan expressed undying admiration for the book. It shows on screen. But, alas, like the ill-fated film of 'The Hitch-Hiker's Guide To The Galaxy', a good book does not necessarily make a good film. The trouble with 'Puckoon' is that, like Milligan's other books, they simply do not work on the big screen. 'Puckoon' is essentially a collection of jokes in search of a plot.<br /><br />No way can the film be compared to train wrecks like 'Sex Lives Of The Potato Men', 'Fat Slags', and 'Lesbian Vampire Killers', but then neither is it as good as it should have been. The last half-hour involves a lot of running around by the police, the British army, some locals who have stashed explosives in a coffin, and is really tedious to sit through. Ryan's decision to stick closely to the book is the main reason for its failure to work as a film.<br /><br />The other problem is the total absence of charm. 'Waking Ned' had this in spades, while the 'Father Ted' television series was funnier by far. Spike lived long enough to see the film, and apparently enjoyed it. His daughter, Jane, has a cameo as Madigan's bride.<br /><br />The highlight for me though was the quotation at the beginning: ""I don't mind dying!"", said Spike: ""I just don't want to be there when it happens!"".",1,0
"Incredibly hilarious mid-70's Italian Rootsploitation with lots of non-consensual S&M, lesbian sex, gratuitous racial cruelty etc...Few redeeming cinematic qualities, except for the fairly cool theme music with dubby ""African"" drums and flute. Brilliant sample dialog: <br /><br />White Slave Owner (to White Plantation Manager): ""You're so dumb, I'll bet you forgot to interrogate that n****r midwife!""<br /><br />White Plantation Manager: ""Not only did I interrogate her, I did it so well she died before I could get any answers from her!""<br /><br />All the black actors have 70's afros, and say ""yes, massa"" in a high-pitched voice. The female lead has sex with everybody on the plantation. 10 Stars for fans of tasteless sleaze.",1,0
"A nice and pleasant movie full of meditteranean sceneries (Cephallonia is a very beautiful greek island) that keeps many of the novel's characteristics. I think that greek sceneries add something special and magical to a movie. One thing i didn't like at all though, is that the main characters, like 'Mandras' and Pelagia's father weren't greek actors but foreigners. I mean the actors tried to express the greek way of living, but to me they didn't succeed and it was quite clear. Even their pronunciation when they were trying to use greek words was terrible and that was bad for the film's plot. Irene Papas was really great in her role, a typical example of a mother, living in a island during the 40's, who has lost her husband and tries to live a child alone. John Hurt, Pelagia's father, also acted great. He reminded me a greek in many of his reactions.",1,0
"Once you can get over Nic Cage playing an Italian soldier who loves opera and believes in making love, not war, you can get down to enjoying this beautiful-looking film. This could be used as an advert for tourism in the Mediterranean. John Hurt is great and Penelope Cruz isn't bad, as you might expect. Christian Bale's character is somewhat one-dimensional, which is a shame.<br /><br />The main drawback of this film is the adaptation from the book - having been told subsequently the differences between the book and film plots, I feel cheated out of a much better and more convincing storyline.",1,0
"When the new Outer Limits first started, the episodes were quite optimistic and challenging. As the series began to wind down, most of the episodes became just plain ugly and devoid of any entertainment value. The six episodes here reflect the very best, and worst, of the series.<br /><br />Since The Outer Limits always preaches a moral. I would like to offer my own. Starting with the most entertaining to the flops.<br /><br />1. Afterlife: As an institution, The U.S.A. military-industrial complex is both evil and paranoid, not to mention plain stupid. However, individuals with great integrity do serve our country, and they will obey their conscience even at a mind-boggling cost! In the end, the aliens don't need to say a word. Those without a conscience are fools who are to be held in utter contempt!<br /><br />A truly subversive episode! One that should be shown on prime time television for all to see! This might be a revelation for some, but folks without a conscience should not be allowed to serve in our military! Nor do the ends justify the means! <br /><br />2. Relativity Theory: A good person may be forced to make a split-second decision between good or evil in order to save the lives of defenseless intelligent beings, and at great cost to one's self. What makes this decision all the more difficult is the stark choice: Being marooned with exotic alien strangers who you can't even communicate with except through gestures, or going along with a group of people you think will keep you safe from unknown dangers even if they are ruthless, and devoid of compassion! <br /><br />This episode is brilliant! What fuels this depravity is good old fashioned greed. This episode is one of the most scathing indictments of capitalism, transnational corporations and raping the environment, I have ever seen in my lifetime! Unlike real life, justice here is served - and swiftly! <br /><br />One of the most memorable lines is when the ruthless corporate thug said something to the effect, ""We did the same thing in the Amazon Rainforest War."" Alluding to the killing of Amazonian Indians who were attempting to protect their rain forests from being strip mined, as justification for killing again literally in the name of the ""survival of the fittest."" Something Darwin never meant to be taken literally! <br /><br />3. Alien Shop: Tremendous power can be used for good, even from an exotic alien. This power can be used to heal instead of destroy. Mere mortals can learn from their mistakes! Even a criminal can see the light if given enough opportunity to do so.<br /><br />Sometimes it takes strong medicine, but we all can wake-up and change our self-destructive ways! <br /><br />4. The Grell: An alien can be a Christ-like figure! In the distant future, slavery can be justified, once again, in the name of expediency! Basically good people can be corrupted. Sometimes a person needs to be experience great shame in order to see the evil he/she is committing. Children are closer to the truth than adults. Those with political power have tremendous responsibility! Another work of genius! As a species, ""Do human beings learn from history?"" <br /><br />Flop Number 1: Quality of Mercy: Loose Lips, Sinks Ships! When in war kindly keep your mouth shut about important military plans. Gee, did I really need to watch an hour-long soap opera in order to figure this out?!! I wonder, did the makers of The Outer Limits run out of ideas, or did corporate pull the plug? Dark and ugly, serving no purpose, but despair! <br /><br />Flop Number 2: Beyond The Veil: So bad there is no moral but this: When locked-up in a mental hospital, use some common sense, please! This episode is so bad it disgusts. What an X-Files rip-off! Don't waste your time on this one! You'll thank me later! <br /><br />It's a sad commentary that The Outer Limits went down the tubes toward the end of its run. Subversive episodes, like the first four, could not last forever! It was a miracle they were made at all! Hopefully, someday, other brave souls will follow the subversive Outer Limits tradition into new territory! <br /><br />If you happen to be such a daring person, a good place to start is with one unique book: ""Anatomy Of Wonder: A Critical Guide to Science Fiction,"" edited by Neil Barron! As far as I'm concerned, the most comprehensive book ever written on the subject.",1,0
It's amazing what you can do with little money. DEAD SILENT being a low budget movie delivers its promises. <br /><br />Too bad we don't see Rob Lowe more often on the silver screen. Lowe is at its best in this riveting thriller . No wonder he went from DEAD SILENT straight to the TV mega hit The West Wing . <br /><br />DEAD SILENT 8 out of 10 <br /><br />Sputtosi Toronto.,1,0
"i saw this before 'bubba ho-tep' at the fantasia film festival in montreal. everything about it is either tipping the hat to (or completely ripping off) tim burton. i enjoyed it nonetheless, even if it is extremely derivative. what most impressed me was the quality of the visuals given the obvious shoe-string budget. the set design and the props were inventive and original, although the script definitely was not.",1,0
"DON'T EVEN TRY to figure out the logic of this story. But do ride along with 10-year-old Gus on the most bizarre road trip ever witnessed. More weird characters and implausible situations than a Twin Peaks reunion! Nothing makes sense, yet it's impossible to stop watching Motorama! Now, where can I find that 'R'????",1,0
